"LABEL";"COMMENT";"IO_NAME";"IO_JSONPATH";"IO_DESCRIPTION";"OPERATION_ID";"OPERATION_DESCRIPTION";"SERVICE_DESCRIPTION";"MeanAveragePrecision"
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
1;1;0;0;0;0;0;0.0
